CHR	start	end	geneSymbol	ENSEMBLE_ID
3.0	75786027.0	75834255.0	ZNF717	ENST00000422325
3.0	75986643.0	77699114.0	ROBO2	ENST00000461745
3.0	77637900.0	77667330.0	ROBO2	ENST00000490991
3.0	78646386.0	79068609.0	ROBO1	ENST00000436010
3.0	78646386.0	79817059.0	ROBO1	ENST00000464233
3.0	78655881.0	78719690.0	ROBO1	ENST00000498428
3.0	78709087.0	78764407.0	ROBO1	ENST00000484514
3.0	81538848.0	81810950.0	GBE1	ENST00000429644
3.0	81584344.0	81792780.0	GBE1	ENST00000489715
3.0	85008131.0	86123579.0	CADM2	ENST00000383699
3.0	86987121.0	87040257.0	VGLL3	ENST00000398399
3.0	87276411.0	87304698.0	CHMP2B	ENST00000263780
3.0	87308781.0	87325737.0	POU1F1	ENST00000350375
3.0	88039898.0	88041000.0	HTR1F	ENST00000319595
3.0	88101098.0	88199016.0	CGGBP1	ENST00000309534
3.0	88104621.0	88105126.0	CGGBP1	ENST00000398392
3.0	88188260.0	88193814.0	ZNF654	ENST00000309495
3.0	88198891.0	88207115.0	C3orf38	ENST00000318887
3.0	89156672.0	89531284.0	EPHA3	ENST00000336596
3.0	89156672.0	89449495.0	EPHA3	ENST00000452448
3.0	93591879.0	93692934.0	PROS1	ENST00000394236
3.0	93591879.0	93677591.0	PROS1	ENST00000407433
3.0	93698981.0	93774522.0	ARL13B	ENST00000535334
3.0	93733213.0	93747454.0	STX19	ENST00000315099
3.0	93776764.0	93781831.0	DHFR2	ENST00000314636
3.0	93776764.0	93782067.0	DHFR2	ENST00000394221
3.0	93781853.0	93845630.0	NSUN3	ENST00000314622
3.0	96533423.0	97467786.0	EPHA6	ENST00000389672
3.0	96533423.0	96963544.0	EPHA6	ENST00000470610
3.0	97158435.0	97367421.0	EPHA6	ENST00000502694
3.0	97158435.0	97356926.0	EPHA6	ENST00000508345
3.0	97158435.0	97367421.0	EPHA6	ENST00000514100
3.0	97483593.0	97517373.0	ARL6	ENST00000335979
3.0	97483593.0	97517373.0	ARL6	ENST00000394206
3.0	97483593.0	97517373.0	ARL6	ENST00000463745
3.0	97540882.0	97663830.0	CRYBG3	ENST00000182096
3.0	97660659.0	97691295.0	RIOX2	ENST00000333396
3.0	97806015.0	97806946.0	OR5AC2	ENST00000358642
3.0	97851540.0	97852483.0	OR5H1	ENST00000354565
3.0	97868228.0	97869162.0	OR5H14	ENST00000437310
3.0	97887542.0	97888485.0	OR5H15	ENST00000356526
3.0	97983127.0	97984106.0	OR5H6	ENST00000383696
3.0	98001730.0	98002676.0	OR5H2	ENST00000355273
3.0	98072696.0	98073663.0	OR5K4	ENST00000354924
3.0	98109508.0	98110475.0	OR5K3	ENST00000383695
3.0	98188419.0	98189372.0	OR5K1	ENST00000332650
3.0	98216523.0	98217475.0	OR5K2	ENST00000427338
3.0	98225319.0	98240281.0	CLDND1	ENST00000515620
3.0	98234315.0	98241910.0	CLDND1	ENST00000394180
3.0	98234315.0	98241910.0	CLDND1	ENST00000437922
3.0	98234315.0	98241358.0	CLDND1	ENST00000503004
3.0	98250741.0	98251994.0	GPR15	ENST00000284311
3.0	98298288.0	98312455.0	CPOX	ENST00000264193
3.0	98309361.0	98312455.0	CPOX	ENST00000515041
3.0	98451078.0	98514689.0	ST3GAL6	ENST00000265261
3.0	98514812.0	98620533.0	DCBLD2	ENST00000326840
3.0	99357438.0	99515577.0	COL8A1	ENST00000261037
3.0	99463739.0	99515124.0	COL8A1	ENST00000273342
3.0	99536676.0	99897476.0	CMSS1	ENST00000421999
3.0	99551986.0	99833349.0	FILIP1L	ENST00000354552
3.0	99551986.0	99595046.0	FILIP1L	ENST00000383694
3.0	99566770.0	99833349.0	FILIP1L	ENST00000331335
3.0	99833772.0	99897476.0	CMSS1	ENST00000489081
3.0	99904666.0	99913030.0	TMEM30C	ENST00000489487
3.0	99979659.0	100044096.0	TBC1D23	ENST00000344949
3.0	99979659.0	100044096.0	TBC1D23	ENST00000394144
3.0	100034705.0	100044096.0	TBC1D23	ENST00000471273
3.0	100053560.0	100074478.0	NIT2	ENST00000394140
3.0	100053560.0	100068855.0	NIT2	ENST00000478856
3.0	100082301.0	100120242.0	TOMM70	ENST00000284320
3.0	100120035.0	100175170.0	LNP1	ENST00000383693
3.0	100211461.0	100296285.0	TMEM45A	ENST00000323523
3.0	100238062.0	100296285.0	TMEM45A	ENST00000403410
3.0	100328431.0	100414323.0	ADGRG7	ENST00000273352
3.0	100373038.0	100414323.0	ADGRG7	ENST00000481506
3.0	100428132.0	100467811.0	TFG	ENST00000418917
3.0	100428173.0	100467811.0	TFG	ENST00000240851
3.0	100468177.0	100712334.0	ABI3BP	ENST00000284322
3.0	100468177.0	100565393.0	ABI3BP	ENST00000470336
3.0	100468177.0	100565290.0	ABI3BP	ENST00000471714
3.0	100534853.0	100712334.0	ABI3BP	ENST00000495063
3.0	100581268.0	100712334.0	ABI3BP	ENST00000475896
3.0	100941388.0	101039419.0	IMPG2	ENST00000193391
3.0	101043116.0	101232085.0	SENP7	ENST00000314261
3.0	101043116.0	101052113.0	SENP7	ENST00000394091
3.0	101043116.0	101232085.0	SENP7	ENST00000394094
3.0	101043116.0	101232085.0	SENP7	ENST00000394095
3.0	101237709.0	101242731.0	FAM172BP	ENST00000313598
3.0	101280678.0	101285290.0	TRMT10C	ENST00000309922
3.0	101293040.0	101313281.0	PCNP	ENST00000265260
3.0	101368281.0	101395988.0	ZBTB11	ENST00000312938
3.0	101389455.0	101395988.0	ZBTB11	ENST00000461821
3.0	101395272.0	101398057.0	ZBTB11-AS1	ENST00000609682
3.0	101399932.0	101405563.0	RPL24	ENST00000394077
3.0	101443492.0	101486181.0	CEP97	ENST00000327230
3.0	101443492.0	101486181.0	CEP97	ENST00000341893
3.0	101443492.0	101478356.0	CEP97	ENST00000489172
3.0	101498027.0	101547075.0	NXPE3	ENST00000422132
3.0	101546832.0	101579869.0	NFKBIZ	ENST00000394054
3.0	101568356.0	101579869.0	NFKBIZ	ENST00000326172
3.0	101818086.0	102198685.0	ZPLD1	ENST00000306176
3.0	105085555.0	105295757.0	ALCAM	ENST00000306107
3.0	105085555.0	105244230.0	ALCAM	ENST00000470756
3.0	105158180.0	105264154.0	ALCAM	ENST00000481337
3.0	105377107.0	105588266.0	CBLB	ENST00000264122
3.0	105377107.0	105400974.0	CBLB	ENST00000407712
3.0	105399839.0	105587887.0	CBLB	ENST00000403724
3.0	105399839.0	105587887.0	CBLB	ENST00000405772
3.0	107096186.0	107097481.0	CCDC54	ENST00000261058
3.0	107241781.0	107530176.0	BBX	ENST00000415149
3.0	107364742.0	107492483.0	BBX	ENST00000406780
3.0	107602050.0	107647753.0	LINC00636	ENST00000494231
3.0	107761939.0	107809935.0	CD47	ENST00000355354
3.0	107879657.0	107941417.0	IFT57	ENST00000264538
3.0	108015391.0	108097126.0	HHLA2	ENST00000467761
3.0	108021330.0	108097126.0	HHLA2	ENST00000357759
3.0	108099214.0	108248169.0	MYH15	ENST00000273353
3.0	108268716.0	108308491.0	CIP2A	ENST00000295746
3.0	108279494.0	108285485.0	CIP2A	ENST00000481530
3.0	108287000.0	108308491.0	CIP2A	ENST00000487834
3.0	108287000.0	108304610.0	CIP2A	ENST00000491772
3.0	108308335.0	108413693.0	DZIP3	ENST00000361582
3.0	108308900.0	108366959.0	DZIP3	ENST00000479138
3.0	108321696.0	108410234.0	DZIP3	ENST00000463306
3.0	108474484.0	108476130.0	RETNLB	ENST00000295755
3.0	108541629.0	108573714.0	TRAT1	ENST00000295756
3.0	108541629.0	108573714.0	TRAT1	ENST00000426646
3.0	108626640.0	108672677.0	GUCA1C	ENST00000261047
3.0	108677085.0	108836993.0	MORC1	ENST00000232603
3.0	108855559.0	108868951.0	C3orf85	ENST00000467240
3.0	108897010.0	108904108.0	LINC00488	ENST00000494582
3.0	109012633.0	109035364.0	DPPA2	ENST00000478945
3.0	109044986.0	109056419.0	DPPA4	ENST00000335658
3.0	109049178.0	109056419.0	DPPA4	ENST00000478791
3.0	109128835.0	109214014.0	LINC01205	ENST00000497996
3.0	110610985.0	110612323.0	NECTIN3-AS1	ENST00000383686
3.0	110790604.0	110856407.0	NECTIN3	ENST00000485303
3.0	110791013.0	110913016.0	NECTIN3	ENST00000493615
3.0	111260924.0	111371206.0	CD96	ENST00000352690
3.0	111260924.0	111325925.0	CD96	ENST00000438817
3.0	111260924.0	111384597.0	CD96	ENST00000494798
3.0	111311745.0	111314182.0	ZBED2	ENST00000317012
3.0	111393521.0	111565294.0	PLCXD2	ENST00000393934
3.0	111451325.0	111695364.0	PHLDB2	ENST00000393923
3.0	111578025.0	111695364.0	PHLDB2	ENST00000431670
3.0	111578566.0	111636509.0	PHLDB2	ENST00000477695
3.0	111578566.0	111604642.0	PHLDB2	ENST00000478922
3.0	111630455.0	111695364.0	PHLDB2	ENST00000495180
3.0	111680790.0	111695364.0	PHLDB2	ENST00000486886
3.0	111697721.0	111712215.0	ABHD10	ENST00000273359
3.0	111717584.0	111732735.0	TAGLN3	ENST00000393917
3.0	111718005.0	111732735.0	TAGLN3	ENST00000455401
3.0	111758463.0	111800116.0	TMPRSS7	ENST00000435737
3.0	111805180.0	111837073.0	C3orf52	ENST00000264848
3.0	111805180.0	111837073.0	C3orf52	ENST00000431717
3.0	111805180.0	111849851.0	C3orf52	ENST00000467942
3.0	111839686.0	111852152.0	GCSAM	ENST00000308910
3.0	111859750.0	112013074.0	SLC9C1	ENST00000305815
3.0	111859750.0	112013074.0	SLC9C1	ENST00000487372
3.0	112051914.0	112081658.0	CD200	ENST00000315711
3.0	112051914.0	112068666.0	CD200	ENST00000498096
3.0	112182811.0	112218408.0	BTLA	ENST00000334529
3.0	112251355.0	112280485.0	ATG3	ENST00000402314
3.0	112251357.0	112280485.0	ATG3	ENST00000283290
3.0	112255055.0	112280485.0	ATG3	ENST00000495756
3.0	112280855.0	112303284.0	SLC35A5	ENST00000492406
3.0	112323407.0	112359977.0	CCDC80	ENST00000206423
3.0	112534554.0	112564797.0	CD200R1L	ENST00000398214
3.0	112534554.0	112564797.0	CD200R1L	ENST00000448932
3.0	112534554.0	112564797.0	CD200R1L	ENST00000486723
3.0	112641530.0	112693937.0	CD200R1	ENST00000308611
3.0	112641530.0	112693937.0	CD200R1	ENST00000471858
3.0	112709798.0	112720221.0	GTPBP8	ENST00000383678
3.0	112721290.0	112738555.0	NEPRO	ENST00000314400
3.0	112721290.0	112738555.0	NEPRO	ENST00000383675
3.0	112930410.0	112970852.0	BOC	ENST00000485230
3.0	112930410.0	113006305.0	BOC	ENST00000495514
3.0	112931373.0	113006305.0	BOC	ENST00000355385
3.0	112931373.0	112990452.0	BOC	ENST00000471963
3.0	112988227.0	113006305.0	BOC	ENST00000466059
3.0	113005775.0	113160361.0	CFAP44	ENST00000393845
3.0	113081710.0	113160361.0	CFAP44	ENST00000295868
3.0	113161563.0	113234034.0	SPICE1	ENST00000295872
3.0	113167680.0	113212989.0	SPICE1	ENST00000496105
3.0	113216575.0	113234000.0	SPICE1	ENST00000460832
3.0	113251216.0	113348422.0	SIDT1	ENST00000264852
3.0	113321247.0	113348422.0	SIDT1	ENST00000393830
3.0	113367231.0	113415493.0	USF3	ENST00000316407
3.0	113435305.0	113465120.0	NAA50	ENST00000240922
3.0	113465864.0	113530905.0	ATP6V1A	ENST00000273398
3.0	113547027.0	113666021.0	GRAMD1C	ENST00000358160
3.0	113616316.0	113666021.0	GRAMD1C	ENST00000440446
3.0	113666746.0	113681827.0	ZDHHC23	ENST00000330212
3.0	113676419.0	113682211.0	ZDHHC23	ENST00000488129
3.0	113682982.0	113775460.0	CCDC191	ENST00000295878
3.0	113723175.0	113775460.0	CCDC191	ENST00000481358
3.0	113775580.0	113807268.0	QTRT2	ENST00000281273
3.0	113785073.0	113798387.0	QTRT2	ENST00000467703
3.0	113847555.0	113897899.0	DRD3	ENST00000295881
3.0	113847555.0	113897899.0	DRD3	ENST00000383673
3.0	113847555.0	113918254.0	DRD3	ENST00000460779
3.0	113847555.0	113897623.0	DRD3	ENST00000467632
3.0	113953478.0	113956425.0	ZNF80	ENST00000482457
3.0	114012152.0	114029135.0	TIGIT	ENST00000383671
3.0	114056945.0	114343792.0	ZBTB20	ENST00000393785
3.0	114056945.0	114866127.0	ZBTB20	ENST00000462705
3.0	115342149.0	115440334.0	GAP43	ENST00000305124
3.0	115342149.0	115440334.0	GAP43	ENST00000393780
3.0	115521208.0	116164385.0	LSAMP	ENST00000490035
3.0	118227371.0	118529680.0	RP11-384F7.1	ENST00000476460
3.0	118619477.0	118864898.0	IGSF11	ENST00000354673
3.0	118619477.0	118753676.0	IGSF11	ENST00000393775
3.0	118619477.0	118864898.0	IGSF11	ENST00000425327
3.0	118864995.0	118870302.0	TEX55	ENST00000295622
3.0	118892423.0	118924000.0	UPK1B	ENST00000264234
3.0	118930585.0	118959752.0	B4GALT4	ENST00000467604
3.0	118930587.0	118959752.0	B4GALT4	ENST00000359213
3.0	118930587.0	118959752.0	B4GALT4	ENST00000393765
3.0	118930587.0	118959485.0	B4GALT4	ENST00000483209
3.0	119013218.0	119138323.0	ARHGAP31	ENST00000264245
3.0	119147805.0	119182529.0	TMEM39A	ENST00000319172
3.0	119147805.0	119182529.0	TMEM39A	ENST00000438581
3.0	119187783.0	119213554.0	POGLUT1	ENST00000295588
3.0	119217366.0	119243125.0	TIMMDC1	ENST00000494664
3.0	119243138.0	119278481.0	CD80	ENST00000264246
3.0	119246578.0	119276775.0	CD80	ENST00000478182
3.0	119263188.0	119276775.0	CD80	ENST00000463729
3.0	119298521.0	119308792.0	ADPRH	ENST00000357003
3.0	119316693.0	119348658.0	PLA1A	ENST00000273371
3.0	119360906.0	119379404.0	POPDC2	ENST00000264231
3.0	119360906.0	119396243.0	POPDC2	ENST00000341124
3.0	119360906.0	119396243.0	POPDC2	ENST00000474523
3.0	119388370.0	119396243.0	COX17	ENST00000261070
3.0	119421867.0	119485949.0	CFAP91	ENST00000273390
3.0	119421867.0	119434780.0	CFAP91	ENST00000463700
3.0	119421867.0	119459649.0	CFAP91	ENST00000468630
3.0	119421867.0	119429208.0	CFAP91	ENST00000469659
3.0	119421867.0	119485949.0	CFAP91	ENST00000482573
3.0	119424818.0	119459649.0	CFAP91	ENST00000483134
3.0	119499329.0	119537332.0	NR1I2	ENST00000393716
3.0	119499329.0	119537332.0	NR1I2	ENST00000466380
3.0	119501555.0	119537332.0	NR1I2	ENST00000337940
3.0	119529921.0	119537332.0	NR1I2	ENST00000493757
3.0	119540800.0	119813264.0	GSK3B	ENST00000264235
3.0	119884326.0	119963325.0	GPR156	ENST00000464295
3.0	120043574.0	120068186.0	LRRC58	ENST00000295628
3.0	120113059.0	120169918.0	FSTL1	ENST00000295633
3.0	120128802.0	120169918.0	FSTL1	ENST00000464690
3.0	120315126.0	120321258.0	NDUFB4	ENST00000184266
3.0	120315126.0	120321258.0	NDUFB4	ENST00000485064
3.0	120347013.0	120401418.0	HGD	ENST00000283871
3.0	120405526.0	120461384.0	RABL3	ENST00000273375
3.0	120461556.0	120501916.0	GTF2E1	ENST00000283875
3.0	120627048.0	121143608.0	STXBP5L	ENST00000273666
3.0	121150271.0	121264853.0	POLQ	ENST00000264233
3.0	121286776.0	121309469.0	ARGFX	ENST00000334384
3.0	121312168.0	121349139.0	FBXO40	ENST00000338040
3.0	121350244.0	121379791.0	HCLS1	ENST00000314583
3.0	121362966.0	121379791.0	HCLS1	ENST00000487290
3.0	121382044.0	121468614.0	GOLGB1	ENST00000340645
3.0	121382044.0	121468614.0	GOLGB1	ENST00000393667
3.0	121412586.0	121448864.0	GOLGB1	ENST00000482512
3.0	121488608.0	121553926.0	IQCB1	ENST00000310864
3.0	121554032.0	121605373.0	EAF2	ENST00000273668
3.0	121613169.0	121663034.0	SLC15A2	ENST00000489711
3.0	121706168.0	121741127.0	ILDR1	ENST00000273691
3.0	121774207.0	121839988.0	CD86	ENST00000330540
3.0	121902528.0	122005344.0	CASR	ENST00000498619
3.0	122044009.0	122060815.0	CSTA	ENST00000264474
3.0	122078434.0	122102074.0	MIX23	ENST00000291458
3.0	122103021.0	122126811.0	FAM162A	ENST00000469967
3.0	122103021.0	122128961.0	FAM162A	ENST00000477892
3.0	122130698.0	122134882.0	WDR5B	ENST00000330689
3.0	122140746.0	122233786.0	KPNA1	ENST00000344337
3.0	122246758.0	122283523.0	PARP9	ENST00000360356
3.0	122246758.0	122283194.0	PARP9	ENST00000471785
3.0	122246758.0	122283523.0	PARP9	ENST00000477522
3.0	122246758.0	122283194.0	PARP9	ENST00000492382
3.0	122250618.0	122283194.0	PARP9	ENST00000462315
3.0	122283183.0	122294049.0	DTX3L	ENST00000296161
3.0	122296447.0	122355536.0	PARP15	ENST00000464300
3.0	122296447.0	122355536.0	PARP15	ENST00000483793
3.0	122313369.0	122355536.0	PARP15	ENST00000465304
3.0	122399670.0	122449687.0	PARP14	ENST00000474629
3.0	122411146.0	122441494.0	PARP14	ENST00000460683
3.0	122458842.0	122512666.0	HSPBAP1	ENST00000306103
3.0	122458842.0	122460623.0	HSPBAP1	ENST00000471534
3.0	122474105.0	122512666.0	HSPBAP1	ENST00000383659
3.0	122513899.0	122599986.0	SLC49A4	ENST00000261038
3.0	122605358.0	122611263.0	LINC02035	ENST00000610128
3.0	122628038.0	122746659.0	SEMA5B	ENST00000357599
3.0	122628038.0	122631114.0	SEMA5B	ENST00000451541
3.0	122628038.0	122712120.0	SEMA5B	ENST00000475244
3.0	122785854.0	122880953.0	PDIA5	ENST00000316218
3.0	122920772.0	122992982.0	SEC22A	ENST00000309934
3.0	123001141.0	123167392.0	ADCY5	ENST00000462833
3.0	123018965.0	123123408.0	ADCY5	ENST00000466617
3.0	123213361.0	123303924.0	HACD2	ENST00000383657
3.0	123331141.0	123603149.0	MYLK	ENST00000360304
3.0	123331141.0	123603149.0	MYLK	ENST00000360772
3.0	123331141.0	123339530.0	MYLK	ENST00000418370
3.0	123399876.0	123420356.0	MYLK	ENST00000504946
3.0	123456086.0	123519035.0	MYLK	ENST00000506361
3.0	123471176.0	123550330.0	MYLK	ENST00000510571
3.0	123632272.0	123680255.0	CCDC14	ENST00000488653
3.0	123632272.0	123677747.0	CCDC14	ENST00000489746
3.0	123632573.0	123680255.0	CCDC14	ENST00000495381
3.0	123687877.0	123710199.0	ROPN1	ENST00000184183
3.0	123813526.0	124238698.0	KALRN	ENST00000240874
3.0	123813556.0	124440036.0	KALRN	ENST00000360013
3.0	124103670.0	124207712.0	KALRN	ENST00000393501
3.0	124223584.0	124394274.0	KALRN	ENST00000393496
3.0	124303504.0	124440036.0	KALRN	ENST00000291478
3.0	124449211.0	124468119.0	UMPS	ENST00000232607
3.0	124481793.0	124606144.0	ITGB5	ENST00000296181
3.0	124624287.0	124653595.0	MUC13	ENST00000311075
3.0	124684552.0	124774802.0	HEG1	ENST00000311127
3.0	124801478.0	124931609.0	SLC12A8	ENST00000393469
3.0	124801478.0	124998091.0	SLC12A8	ENST00000423114
3.0	124801478.0	124842443.0	SLC12A8	ENST00000430155
3.0	124837611.0	124931609.0	SLC12A8	ENST00000469902
3.0	124944511.0	125094198.0	ZNF148	ENST00000360647
3.0	125165486.0	125239058.0	SNX4	ENST00000251775
3.0	125247700.0	125314381.0	OSBPL11	ENST00000296220
3.0	125648116.0	125655887.0	ALG1L	ENST00000340333
3.0	125688026.0	125702296.0	ROPN1B	ENST00000251776
3.0	125688026.0	125696836.0	ROPN1B	ENST00000510450
3.0	125688026.0	125702296.0	ROPN1B	ENST00000514116
3.0	125694404.0	125702296.0	ROPN1B	ENST00000511082
3.0	125725198.0	125803134.0	SLC41A3	ENST00000315891
3.0	125725198.0	125803134.0	SLC41A3	ENST00000346785
3.0	125725198.0	125820391.0	SLC41A3	ENST00000360370
3.0	125725198.0	125775618.0	SLC41A3	ENST00000383598
3.0	125822402.0	125900029.0	ALDH1L1	ENST00000273450
3.0	125822402.0	125899645.0	ALDH1L1	ENST00000393434
3.0	125822481.0	125826912.0	ALDH1L1-AS1	ENST00000512384
3.0	125823950.0	125834345.0	ALDH1L1	ENST00000467370
3.0	125847231.0	125875526.0	ALDH1L1	ENST00000476245
3.0	125853917.0	125899645.0	ALDH1L1	ENST00000473607
3.0	125869941.0	125899645.0	ALDH1L1	ENST00000484724
3.0	125898906.0	125929011.0	ALDH1L1-AS2	ENST00000500232
3.0	126061476.0	126076236.0	KLF15	ENST00000296233
3.0	126113780.0	126155398.0	CFAP100	ENST00000352312
3.0	126114783.0	126155398.0	CFAP100	ENST00000393425
3.0	126156442.0	126194762.0	ZXDC	ENST00000389709
3.0	126169957.0	126194762.0	ZXDC	ENST00000336332
3.0	126200006.0	126236616.0	UROC1	ENST00000290868
3.0	126243129.0	126262134.0	CHST13	ENST00000319340
3.0	126268517.0	126277758.0	C3orf22	ENST00000318225
3.0	126290620.0	126327476.0	TXNRD3	ENST00000519162
3.0	126325893.0	126373967.0	TXNRD3	ENST00000524230
3.0	126380922.0	126390782.0	NUP210P1	ENST00000357061
3.0	126423061.0	126679263.0	CHCHD6	ENST00000290913
3.0	126423061.0	126676776.0	CHCHD6	ENST00000508789
3.0	126707435.0	126756235.0	PLXNA1	ENST00000251772
3.0	126911972.0	126917025.0	C3orf56	ENST00000398112
3.0	127291905.0	127309602.0	TPRA1	ENST00000355552
3.0	127295662.0	127299280.0	TPRA1	ENST00000450633
3.0	127317198.0	127341278.0	MCM2	ENST00000265056
3.0	127348000.0	127391653.0	PODXL2	ENST00000342480
3.0	127391779.0	127399769.0	ABTB1	ENST00000393363
3.0	127391779.0	127399769.0	ABTB1	ENST00000453791
3.0	127392951.0	127399769.0	ABTB1	ENST00000468137
3.0	127407903.0	127542093.0	MGLL	ENST00000398104
3.0	127407903.0	127541725.0	MGLL	ENST00000434178
3.0	127434315.0	127542093.0	MGLL	ENST00000479967
3.0	127634316.0	127706514.0	KBTBD12	ENST00000407609
3.0	127641900.0	127706514.0	KBTBD12	ENST00000405256
3.0	127641900.0	127646963.0	KBTBD12	ENST00000497045
3.0	127771210.0	127790526.0	SEC61A1	ENST00000243253
3.0	127771600.0	127790526.0	SEC61A1	ENST00000424880
3.0	127783626.0	127872757.0	RUVBL1	ENST00000464873
3.0	127783740.0	127790526.0	SEC61A1	ENST00000483956
3.0	127799798.0	127842671.0	RUVBL1	ENST00000322623
3.0	127872311.0	128127489.0	EEFSEC	ENST00000254730
3.0	128181273.0	128186091.0	DNAJB8	ENST00000319153
3.0	128198263.0	128212030.0	GATA2	ENST00000341105
3.0	128290841.0	128294929.0	LINC01565	ENST00000356020
3.0	128338811.0	128369719.0	RPN1	ENST00000296255
3.0	128338811.0	128399918.0	RPN1	ENST00000497289
3.0	128444977.0	128533641.0	RAB7A	ENST00000265062
3.0	128598331.0	128631957.0	ACAD9	ENST00000308982
3.0	128598331.0	128627942.0	ACAD9	ENST00000505192
3.0	128598331.0	128631957.0	ACAD9	ENST00000505867
3.0	128616473.0	128631957.0	ACAD9	ENST00000511526
3.0	128628707.0	128690276.0	CFAP92	ENST00000508239
3.0	128628707.0	128712919.0	CFAP92	ENST00000511438
3.0	128689780.0	128712986.0	CFAP92	ENST00000265068
3.0	128689780.0	128710740.0	CFAP92	ENST00000515659
3.0	128720470.0	128759585.0	EFCC1	ENST00000436022
3.0	128779643.0	128781253.0	GP9	ENST00000307395
3.0	128806410.0	128880073.0	ISY1-RAB43	ENST00000418265
3.0	128806410.0	128840647.0	RAB43	ENST00000315150
3.0	128806410.0	128840647.0	RAB43	ENST00000393304
3.0	128806410.0	128840993.0	RAB43	ENST00000393305
3.0	128806410.0	128840857.0	RAB43	ENST00000393307
3.0	128806410.0	128840765.0	RAB43	ENST00000393308
3.0	128846257.0	128880073.0	ISY1	ENST00000393295
3.0	128886656.0	128902810.0	CNBP	ENST00000422453
3.0	128886656.0	128890614.0	CNBP	ENST00000446936
3.0	128886656.0	128890614.0	CNBP	ENST00000451728
3.0	128968451.0	128996616.0	COPG1	ENST00000314797
3.0	128968451.0	128996616.0	COPG1	ENST00000515725
3.0	128997682.0	129024135.0	HMCES	ENST00000383463
3.0	128997815.0	129024135.0	HMCES	ENST00000502878
3.0	129033612.0	129035120.0	H1-10	ENST00000333762
3.0	129101675.0	129118282.0	RPL32P3	ENST00000510078
3.0	129109996.0	129118282.0	RPL32P3	ENST00000514355
3.0	129120162.0	129147494.0	EFCAB12	ENST00000505956
3.0	129149785.0	129159022.0	MBD4	ENST00000429544
3.0	129151017.0	129159022.0	MBD4	ENST00000507208
3.0	129158966.0	129239191.0	IFT122	ENST00000296266
3.0	129158966.0	129239191.0	IFT122	ENST00000347300
3.0	129158966.0	129239191.0	IFT122	ENST00000431818
3.0	129181962.0	129239191.0	IFT122	ENST00000504021
3.0	129200358.0	129226605.0	IFT122	ENST00000440957
3.0	129206347.0	129239191.0	IFT122	ENST00000511425
3.0	129247480.0	129254187.0	RHO	ENST00000296271
3.0	129262055.0	129270204.0	H1-8	ENST00000324382
3.0	129267227.0	129270204.0	H1-8	ENST00000503977
3.0	129274054.0	129325582.0	PLXND1	ENST00000324093
3.0	129274054.0	129286447.0	PLXND1	ENST00000393239
3.0	129274054.0	129277540.0	PLXND1	ENST00000504524
3.0	129366633.0	129599402.0	TMCC1	ENST00000393238
3.0	129366633.0	129612419.0	TMCC1	ENST00000426664
3.0	129366633.0	129513259.0	TMCC1	ENST00000432054
3.0	129693234.0	129696781.0	TRH	ENST00000302649
3.0	129800672.0	129817233.0	ALG1L2	ENST00000425059
3.0	130064357.0	130203690.0	COL6A5	ENST00000312481
3.0	130159008.0	130189818.0	COL6A5	ENST00000512836
3.0	130279176.0	130395888.0	COL6A6	ENST00000358511
3.0	130300832.0	130395888.0	COL6A6	ENST00000506143
3.0	130397776.0	130465696.0	PIK3R4	ENST00000356763
3.0	130569367.0	130735555.0	ATP2C1	ENST00000504381
3.0	130569367.0	130722046.0	ATP2C1	ENST00000505330
3.0	130569367.0	130735555.0	ATP2C1	ENST00000507488
3.0	130612833.0	130722046.0	ATP2C1	ENST00000508532
3.0	130612833.0	130735555.0	ATP2C1	ENST00000513801
3.0	130613290.0	130735555.0	ATP2C1	ENST00000328560
3.0	130613290.0	130722046.0	ATP2C1	ENST00000428331
3.0	130613432.0	130735555.0	ATP2C1	ENST00000359644
3.0	130613432.0	130735555.0	ATP2C1	ENST00000422190
3.0	130681744.0	130722046.0	ATP2C1	ENST00000514654
3.0	130732719.0	130745646.0	ASTE1	ENST00000264992
3.0	130732719.0	130745636.0	ASTE1	ENST00000514044
3.0	130745692.0	131069309.0	NEK11	ENST00000383366
3.0	130745692.0	131069309.0	NEK11	ENST00000429253
3.0	130745692.0	130893981.0	NEK11	ENST00000511262
3.0	130745721.0	130903616.0	NEK11	ENST00000506695
3.0	130799265.0	130871415.0	NEK11	ENST00000602792
3.0	131100513.0	131107674.0	NUDT16	ENST00000537561
3.0	131100607.0	131107674.0	NUDT16	ENST00000359850
3.0	131100607.0	131101641.0	NUDT16	ENST00000502852
3.0	131100623.0	131107674.0	NUDT16	ENST00000521288
3.0	131181043.0	131221860.0	MRPL3	ENST00000264995
3.0	131253575.0	132004254.0	CPNE4	ENST00000512055
3.0	131253575.0	131261937.0	CPNE4	ENST00000514439
3.0	132036209.0	132077690.0	ACP3	ENST00000336375
3.0	132036209.0	132087146.0	ACP3	ENST00000351273
3.0	132136551.0	132257876.0	DNAJC13	ENST00000260818
3.0	132136551.0	132186190.0	DNAJC13	ENST00000486798
3.0	132175077.0	132177193.0	DNAJC13	ENST00000471925
3.0	132276980.0	132378975.0	ACAD11	ENST00000264990
3.0	132297638.0	132345918.0	ACAD11	ENST00000469042
3.0	132316092.0	132321382.0	ACKR4	ENST00000249887
